1010: 0	734	0.651040
1011: 1	555	0.651596
1012: 0	786	0.652382
1013: 1	501	0.652884
1014: 0	797	0.653681
1015: 1	492	0.654174
1016: 0	764	0.654938
1017: 1	525	0.655464
1018: 0	794	0.656258
1019: 1	469	0.656728
1020: 0	787	0.657515
1021: 1	500	0.658016
1022: 0	756	0.658772
1023: 1	559	0.659331
1024: 0	792	0.660124
1025: 1	497	0.660622
1026: 0	769	0.661392
1027: 1	518	0.661910
1028: 0	759	0.662670
1029: 1	531	0.663201
1030: 0	788	0.663990
1031: 1	500	0.664491
1032: 0	788	0.665279
1033: 1	473	0.665753
1034: 0	835	0.666589
1035: 1	455	0.667044
1036: 0	780	0.667824
1037: 1	508	0.668333
1038: 0	727	0.669060
1039: 1	562	0.669623
1040: 0	789	0.670412
1041: 1	499	0.670912
1042: 0	788	0.671700
1043: 1	500	0.672201
1044: 0	767	0.672968
1045: 1	521	0.673489
1046: 0	767	0.674257
1047: 1	497	0.674754
1048: 0	812	0.675566
1049: 1	475	0.676042
1050: 0	791	0.676834
1051: 1	497	0.677331
1052: 0	844	0.678175
1053: 1	447	0.678622
1054: 0	809	0.679432
1055: 1	478	0.679911
1056: 0	736	0.680647
1057: 1	553	0.681200
1058: 0	767	0.681967
1059: 1	523	0.682490
1060: 0	765	0.683256
1061: 1	522	0.683778
1062: 0	765	0.684544
1063: 1	523	0.685068
1064: 0	765	0.685833
1065: 1	524	0.686357
1066: 0	775	0.687132
1067: 1	488	0.687621
1068: 0	789	0.688410
1069: 1	499	0.688910
1070: 0	809	0.689720
1071: 1	480	0.690200
1072: 0	787	0.690987
1073: 1	501	0.691489
1074: 0	765	0.692255
1075: 1	525	0.692780
1076: 0	763	0.693544
1077: 1	526	0.694070
1078: 0	762	0.694832
1079: 1	525	0.695358
1080: 0	763	0.696121
1081: 1	527	0.696649
1082: 0	792	0.697442
1083: 1	469	0.697911
1084: 0	819	0.698730
1085: 1	497	0.699228
1086: 0	812	0.700040
1087: 1	476	0.700517
1088: 0	780	0.701297
1089: 1	509	0.701806
1090: 0	779	0.702585
1091: 1	509	0.703095
1092: 0	737	0.703832
1093: 1	553	0.704386
1094: 0	787	0.705173
1095: 1	501	0.705675
1096: 0	786	0.706462
1097: 1	501	0.706963
1098: 0	765	0.707729
1099: 1	524	0.708254
1100: 0	785	0.709039
1101: 1	504	0.709543
1102: 0	795	0.710338
1103: 1	494	0.710833
1104: 0	794	0.711627
1105: 1	494	0.712122
1106: 0	762	0.712884
1107: 1	526	0.713410
1108: 0	762	0.714173
1109: 1	502	0.714675
1110: 0	818	0.715493
1111: 1	469	0.715963
1112: 0	787	0.716750
1113: 1	504	0.717254
1114: 0	784	0.718039
1115: 1	504	0.718543
1116: 0	763	0.719307
1117: 1	499	0.719806
1118: 0	768	0.720574
1119: 1	521	0.721096
1120: 0	787	0.721884
1121: 1	500	0.722385
1122: 0	766	0.723151
1123: 1	523	0.723674
1124: 0	786	0.724461
1125: 1	501	0.724963
1126: 0	786	0.725750
1127: 1	502	0.726252
1128: 0	765	0.727017
1129: 1	498	0.727515
1130: 0	811	0.728327
1131: 1	478	0.728806
1132: 0	788	0.729595
1133: 1	501	0.730096
1134: 0	787	0.730883
1135: 1	502	0.731385
1136: 0	776	0.732161
1137: 1	512	0.732673
1138: 0	776	0.733450
1139: 1	514	0.733964
1140: 0	795	0.734760
1141: 1	492	0.735252
1142: 0	764	0.736017
1143: 1	527	0.736544
1144: 0	793	0.737337
1145: 1	494	0.737831
1146: 0	794	0.738626
1147: 1	496	0.739122
1148: 0	771	0.739893
1149: 1	517	0.740411
1150: 0	792	0.741203
1151: 1	498	0.741701
1152: 0	769	0.742470
